repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
HelloCSV/HelloCSV,MAGI//ARCHIVE,https://hellocsv.github.io/HelloCSV/,Dev tools,TypeScript,945,62,"Agrega herramientas para programar, automatizar o mantener proyectos.",11,MIT,,2021-09-17T18:07:32Z,2026-05-31T05:36:48Z,2026-05-20T19:10:19Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/HelloCSV-HelloCSV.html,https://github.com/HelloCSV/HelloCSV,1131
aipoch/medical-research-skills,GitHub topic:academic-writing,"Hundreds of agent skills for medical research, including protocol design, data analysis, evidence insights, and academic writing.",Academic writing,Python,936,59,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,3,MIT,academic-writing; agent-skills; ai; bioinformatics; biology; cancer-genomics; clinical-research; computational-biology; data-analysis; data-visualization; differential-expression; genomics; medical; medical-research; protocol-design; rna-seq-data; science; scrna-seq-data; single-cell; spatial-transcriptomics,2026-02-04T07:50:06Z,2026-06-01T13:40:30Z,2026-06-01T09:46:59Z,,https://github.com/topics/academic-writing,https://github.com/aipoch/medical-research-skills,1113
snwfdhmp/awesome-ralph,MAGI//ARCHIVE,"A curated list of resources about Ralph, the AI coding technique that runs AI coding agents in automated loops until specifications are fulfilled.",Qualitative analysis,,894,68,"Sirve para organizar, codificar o analizar materiales cualitativos.",7,,ai-coding; claude; claude-code; ralph; ralph-loop; ralph-wiggum; vibe-coding,2026-01-19T08:42:54Z,2026-05-31T23:40:34Z,2026-02-03T08:34:43Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/snwfdhmp-awesome-ralph.html,https://github.com/snwfdhmp/awesome-ralph,1098
K2SOsint/Legendary_OSINT,MAGI//ARCHIVE,"A list of OSINT tools & resources for (fraud-)investigators, CTI-analysts, KYC, AML and more. ",Other,,763,110,"Repositorio para revisar: a list of osint tools & resources for (fraud-)investigators, cti-analysts, kyc, aml and more.",3,CC0-1.0,cti; cyberthreatintelligence; osint; osint-tools-list; socmint,2025-09-12T14:33:21Z,2026-05-31T12:37:51Z,2026-04-17T07:38:50Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/K2SOsint-Legendary_OSINT.html,https://github.com/K2SOsint/Legendary_OSINT,1093
dimastatz/whisper-flow,MAGI//ARCHIVE,"Whisper-Flow is a framework designed to enable real-time transcription of audio content using OpenAI’s Whisper model. Rather than processing entire files after upload (“batch mode”), Whisper-Flow accepts a continuous stream of audio chunks and produces incremental transcripts immediately.",Qualitative analysis,Python,758,109,"Sirve para organizar, codificar o analizar materiales cualitativos.",2,MIT,pypi-package; python; speech-to-text; transcription; whisper,2024-06-03T12:13:05Z,2026-06-01T17:19:58Z,2026-04-20T16:29:18Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/dimastatz-whisper-flow.html,https://github.com/dimastatz/whisper-flow,1085
slingdata-io/sling-cli,MAGI//ARCHIVE,Sling is a CLI tool that extracts data from a source storage/database and loads it in a target storage/database.,LLM / GenAI,Go,858,69,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",45,GPL-3.0,elt; etl; extract; load,2020-10-15T10:06:58Z,2026-05-29T16:08:00Z,2026-06-01T12:52:36Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/slingdata-io-sling-cli.html,https://github.com/slingdata-io/sling-cli,1065
AkiraBit/PicSharp,MAGI//ARCHIVE,"A modern, full-featured, high-performance, cross-platform image compression application  具有现代化UI、功能齐全、高性能、跨平台的图像压缩工具",Dev tools,TypeScript,967,30,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,10,AGPL-3.0,image-compression; image-compressor; tauri; tauri-app; tinypng; tinypng-client; tinypng4linux; tinypng4mac; tinypng4windows,2025-05-05T12:43:04Z,2026-05-31T13:03:23Z,2026-04-13T08:35:24Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/AkiraBit-PicSharp.html,https://github.com/AkiraBit/PicSharp,1057
subidit/rover-resume,GitHub topic:latex,ATS friendly LaTeX resume template. Create a unique looking CV from scratch. ,Academic writing,TeX,698,119,Sirve para trabajar con escritura académica.,3,CC-BY-4.0,awesome; cv; cv-templates; latex; latex-template; resume; resume-template; typography,2023-10-26T07:16:06Z,2026-06-01T14:35:01Z,2026-06-01T14:09:36Z,,https://github.com/topics/latex,https://github.com/subidit/rover-resume,1055
earthaccess-dev/earthaccess,GitHub topic:remote-sensing,Python Library for NASA Earthdata APIs,Geospatial,Python,610,146,"Permite visualizar, gestionar o analizar datos geoespaciales.",155,MIT,access; climate-data; cloud-computing; cmr; data; gis; nasa; nasa-api; nasa-data; open-science; openscience; pangeo; remote-sensing,2021-08-25T15:25:00Z,2026-06-01T15:39:18Z,2026-06-01T15:04:55Z,,https://github.com/topics/remote-sensing,https://github.com/earthaccess-dev/earthaccess,1048
wigggle-ui/ui,MAGI//ARCHIVE,A beautiful collection of copy-and-paste widgets for your next project.,Other,TypeScript,865,54,Repositorio para revisar: a beautiful collection of copy-and-paste widgets for your next project.,7,MIT,,2025-10-20T19:54:29Z,2026-05-31T20:45:57Z,2026-02-26T07:13:20Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/wigggle-ui-ui.html,https://github.com/wigggle-ui/ui,1027
WCY-dt/EasyTransfer,MAGI//ARCHIVE,"A 🌟free, 🫣anonymous, 🔐encrypted, and 🚀easy-to-use E2EE file transfer tool",Other,TypeScript,685,110,"Repositorio para revisar: a 🌟free, 🫣anonymous, 🔐encrypted, and 🚀easy-to-use e2ee file transfer tool.",5,GPL-3.0,cross-platform; e2e; e2ee; file-sharing; file-transfer; multi-device; p2p; webrtc; website,2024-06-18T12:58:52Z,2026-05-28T01:22:55Z,2026-05-28T19:31:50Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/WCY-dt-EasyTransfer.html,https://github.com/WCY-dt/EasyTransfer,1015
nxzai/NextExplorer,MAGI//ARCHIVE,Web based File Explorer,Other,JavaScript,941,23,Repositorio para revisar: web based file explorer.,51,GPL-3.0,,2024-04-28T21:56:13Z,2026-06-01T15:27:29Z,2026-04-19T20:10:40Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/vikramsoni2-nextExplorer.html,https://github.com/nxzai/NextExplorer,1010
JMS1717/8mb.local,MAGI//ARCHIVE,a free local self hosted video compressor webui designed for performance and ease of use. inspired by 8mb.video,Other,Python,866,43,Repositorio para revisar: a free local self hosted video compressor webui designed for performance and ease of use. inspired by 8mb.video.,6,NOASSERTION,celery; compression; docker; fastapi; ffmpeg; gpu-acceleration; self-hosted; svelte,2025-11-03T03:01:56Z,2026-06-01T10:22:50Z,2026-04-20T19:45:58Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/JMS1717-8mb.local.html,https://github.com/JMS1717/8mb.local,995
runabol/tork,MAGI//ARCHIVE,"Tork is a lightweight, distributed workflow engine that runs tasks as simple scripts within Docker containers.",Other,Go,808,58,"Repositorio para revisar: tork is a lightweight, distributed workflow engine that runs tasks as simple scripts within docker containers.",20,MIT,background-jobs; distributed; docker; go; golang; job-queue; podman; scheduler; task-queue; work-queue; workflow-engine,2023-05-24T01:17:07Z,2026-05-29T10:41:23Z,2026-05-19T22:05:14Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/runabol-tork.html,https://github.com/runabol/tork,982
kalil0321/reverse-api-engineer,MAGI//ARCHIVE,The agent that turns websites into APIs!,AI agents,Python,759,71,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",8,MIT,ai; api-generation; claude; claude-code; har; llm; playwright; python; reverse-engineering; web-scraping,2025-12-23T14:04:45Z,2026-06-01T17:15:22Z,2026-06-01T05:02:05Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/kalil0321-reverse-api-engineer.html,https://github.com/kalil0321/reverse-api-engineer,972
readur/readur,MAGI//ARCHIVE,"Quick, painless, intuitive OCR platform written in Rust and TypeScript. Modern UI with modern API, with an emphasis on intuitive user experience.",Research,Rust,742,74,"Apoya investigación, experimentación, evaluación o revisión de literatura.",49,MIT,api; docker; modern-ui; ocr; paperless; react; rust,2025-06-17T18:20:15Z,2026-06-01T00:47:33Z,2026-06-01T00:49:49Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/readur-readur.html,https://github.com/readur/readur,964
opendatahub-io/odh-dashboard,GitHub topic:dashboard,Dashboard for RedHat OpenShift AI / ODH ,Data / ETL,TypeScript,57,300,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",117,Apache-2.0,dashboard,2020-06-02T13:12:26Z,2026-06-01T18:16:48Z,2026-06-01T18:21:02Z,,https://github.com/topics/dashboard,https://github.com/opendatahub-io/odh-dashboard,957
Jstudner/jcorp-nomad,MAGI//ARCHIVE,"An extremely compact offline media server for Movies, Shows, Books, and Music.",Dev tools,HTML,830,41,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",7,NOASSERTION,esp32; homelab; jellyfin; low-power; media-server; offline-server; selfhosted; server; usb-server; wifi-hotspot,2025-07-07T17:36:41Z,2026-05-31T20:16:57Z,2026-04-21T00:02:03Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/Jstudner-jcorp-nomad.html,https://github.com/Jstudner/jcorp-nomad,953
pybliometrics-dev/pybliometrics,GitHub topic:bibliometrics,Python-based API-Wrapper to access Scopus,Research,Python,493,144,"Apoya investigación, experimentación, evaluación o revisión de literatura.",11,NOASSERTION,api-wrapper; bibliometrics; scopus; scopus-api,2016-02-19T19:19:26Z,2026-05-30T07:58:25Z,2026-02-27T13:03:46Z,,https://github.com/topics/bibliometrics,https://github.com/pybliometrics-dev/pybliometrics,925
proxysoul/soulforge,GitHub topic:ai-agents,"AI coding agent that edits symbols, not strings. AST surgery, full LSP, and a live code graph wired to memory that resurfaces by file, co-change, and semantics.",Qualitative analysis,TypeScript,755,54,"Sirve para organizar, codificar o analizar materiales cualitativos.",1,NOASSERTION,ai; ai-agents; claude-code; cli; graph; harness; lsp; neovim; nvim; opencode; tui,2026-03-01T18:56:54Z,2026-06-01T18:17:26Z,2026-06-01T18:16:31Z,,https://github.com/topics/ai-agents,https://github.com/proxysoul/soulforge,917
peltho/tufw,MAGI//ARCHIVE,Terminal UI for ufw,Dev tools,Go,834,24,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,5,MIT,golang; ufw; ui,2022-10-18T10:09:52Z,2026-05-31T11:59:54Z,2025-11-14T09:49:13Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/peltho-tufw.html,https://github.com/peltho/tufw,906
PanSalut/Koffan,MAGI//ARCHIVE,Free selfhosted groceries list for families and shared households,Other,HTML,688,72,Repositorio para revisar: free selfhosted groceries list for families and shared households.,39,NOASSERTION,,2025-12-17T08:49:07Z,2026-05-31T20:45:07Z,2026-05-03T13:22:44Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/PanSalut-Koffan.html,https://github.com/PanSalut/Koffan,904
carlmontanari/scrapli,MAGI//ARCHIVE,"Fast, flexible, sync/async, Python 3.10+ screen scraping client specifically for network devices",Dev tools,Python,680,73,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,2,MIT,,2020-01-27T18:56:28Z,2026-05-31T23:00:01Z,2026-05-31T23:00:21Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/carlmontanari-scrapli.html,https://github.com/carlmontanari/scrapli,899
hyperquest-hq/hyperbase,GitHub topic:text-analysis,A foundational library for Semantic Hypergraphs,Other,Python,640,77,Repositorio para revisar: a foundational library for semantic hypergraphs.,10,MIT,artificial-intelligence; cognitive-science; computational-social-science; hypergraphs; knowledge; knowledge-base; knowledge-graph; knowledge-representation; natural-language-processing; natural-language-understanding; nlp; python; text-analysis; text-mining,2016-02-15T11:25:11Z,2026-05-30T04:31:37Z,2026-05-30T04:31:33Z,,https://github.com/topics/text-analysis,https://github.com/hyperquest-hq/hyperbase,871
joseluis9595/lovelace-navbar-card,GitHub topic:dashboard,"Custom lovelace card that displays a bottom nav in mobile devices, and a side nav in desktop devices for easy navigation.",Dashboard / UI,TypeScript,819,17,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",11,,card; cards; custom-card; dashboard; home-assistant; home-assistant-custom; home-assistant-custom-card; homeassistant; lovelace; lovelace-custom-card,2024-10-11T09:30:33Z,2026-06-01T18:02:31Z,2026-06-01T18:02:00Z,,https://github.com/topics/dashboard,https://github.com/joseluis9595/lovelace-navbar-card,870
tom-draper/api-analytics,MAGI//ARCHIVE,Effortless monitoring and analytics for API frameworks.,Dashboard / UI,Go,653,66,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",20,MIT,actix; analytics; api; api-analytics; api-monitoring; axum; chi; dashboard; django; echo; express; fastapi; fastapi-analytics; fastify; fiber; flask; gin; middleware; server-analytics; server-monitoring,2022-11-23T15:02:11Z,2026-05-29T05:43:34Z,2026-05-12T15:17:21Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/tom-draper-api-analytics.html,https://github.com/tom-draper/api-analytics,851
QmiAI/Qmedia,MAGI//ARCHIVE,"An open-source AI content search engine designed specifically for content creators. Supports extraction of text, images, and short videos. Allows full local deployment (web app, RAG server, LLM server). Supports multi-modal RAG content Q&A. ",LLM / GenAI,TypeScript,624,74,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,MIT,content; content-search; rag; search; search-engine; video,2024-05-26T12:39:53Z,2026-05-29T13:36:44Z,2026-04-09T05:48:58Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/QmiAI-Qmedia.html,https://github.com/QmiAI/Qmedia,846
fiduswriter/fiduswriter,GitHub topic:latex,Fidus Writer is an online collaborative editor for academics.,Academic writing,JavaScript,563,86,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",74,AGPL-3.0,academics; biblatex; bibtex; citations; docx; jats; jats-publishing; jats-xml; latex; math; opendocument; text-editor; word,2013-07-26T17:38:22Z,2026-06-01T13:44:26Z,2026-06-01T13:33:09Z,,https://github.com/topics/latex,https://github.com/fiduswriter/fiduswriter,821
sunny9577/proxy-scraper,GitHub topic:scraper,⭐️ A proxy scraper made using Protractor | Proxy list Updates every three hour 🔥,Data / ETL,JavaScript,580,80,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,2,NOASSERTION,angularjs; freeproxy; getproxy; http-proxy; https-proxy; nodejs; protractor; proxies; proxy; proxy-list; proxy-scraper; proxylist; scraper; selenium; socks; socks5; socks5-proxy,2018-08-26T15:53:02Z,2026-06-01T15:55:13Z,2026-06-01T15:31:59Z,,https://github.com/topics/scraper,https://github.com/sunny9577/proxy-scraper,820
iduspara/shadcn-builder,MAGI//ARCHIVE,,Other,TypeScript,570,83,Repositorio para explorar y clasificar manualmente.,25,,,2024-03-05T16:07:28Z,2026-06-01T11:32:17Z,2026-05-12T07:52:47Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/iduspara-shadcn-builder.html,https://github.com/iduspara/shadcn-builder,819
trasta298/keifu,MAGI//ARCHIVE,"Git genealogy, untangled. A TUI for navigating commit graphs with color and clarity.",Dashboard / UI,Rust,761,19,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",6,MIT,cli; developer-tools; git; git-graph; ratatui; rust; terminal; tui; visualization,2025-12-20T02:28:27Z,2026-05-29T23:26:36Z,2026-03-23T17:35:08Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/trasta298-keifu.html,https://github.com/trasta298/keifu,818
parcelvoy/platform,MAGI//ARCHIVE,"Parcelvoy: Open source multi-channel marketing automation platform. Send data-driven emails, sms, push notifications and more!",Data / ETL,TypeScript,529,96,"Sirve para trabajar con herramienta de código abierto, datos.",32,MIT,automation; campaign; email; lcm; lifecyle-marketing; marketing; messages; multichannel; notifications; omni; omnichannel; push-notifications; sms; webhook,2022-06-28T01:02:22Z,2026-05-31T11:25:12Z,2025-09-04T15:42:24Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/parcelvoy-platform.html,https://github.com/parcelvoy/platform,817
sachinsenal0x64/hifi,MAGI//ARCHIVE,Tidal music integration for Subsonic/Jellyfin/Plexamp.,Other,Svelte,562,83,Repositorio para revisar: tidal music integration for subsonic/jellyfin/plexamp.,6,GPL-2.0,hi-res; jellyfin; lossless-audio; plexamp; self-hosted; subsonic,2023-09-03T22:57:11Z,2026-05-30T19:11:45Z,2026-04-25T15:31:36Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/sachinsenal0x64-hifi.html,https://github.com/sachinsenal0x64/hifi,811
openzim/mwoffliner,GitHub topic:scraper,MediaWiki scraper: all your wiki articles in one highly compressed ZIM file,Data / ETL,TypeScript,455,117,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,119,GPL-3.0,archive; mediawiki; nodejs; offline; openzim; scraper; wikipedia; zim,2016-02-08T01:01:27Z,2026-06-01T16:05:23Z,2026-06-01T15:41:26Z,,https://github.com/topics/scraper,https://github.com/openzim/mwoffliner,806
jjang-ai/vmlx,GitHub topic:llm,vMLX - JANGTQ Uber Compressed MLX Models - L2 Disk Cache (survives restart) + L1 Paged (super fast ttft) + Hybrid SSM Scheduler  + Cont Batching + etc!,AI agents,Python,584,66,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",36,Apache-2.0,anthropic-api; kvcache-compression; kvcache-optimization; kvcache-reuse; llm; lmstudio; macbook; mcp-server; mlx; mlxllm; mlxstudio; omlx; omlx-alternative; openai-api; openclaw; openclaw-agent; persistent-memory; prefix-cache; vmlx,2026-02-18T06:11:55Z,2026-06-01T18:18:02Z,2026-06-01T18:17:02Z,,https://github.com/topics/llm,https://github.com/jjang-ai/vmlx,782
