repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
JShollaj/awesome-llm-web-ui,MAGI//ARCHIVE,A curated list of awesome Large Language Model (LLM) Web User Interfaces.,LLM / GenAI,,591,49,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",8,,awesome; awesome-list,2023-11-27T02:47:18Z,2026-06-22T14:19:30Z,2026-02-24T06:54:53Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/JShollaj-awesome-llm-web-ui.html,https://github.com/JShollaj/awesome-llm-web-ui,738
gabe565/ascii-movie,MAGI//ARCHIVE,Star Wars SSH + Telnet server written in Go.,Dev tools,Go,600,41,"Agrega herramientas para programar, automatizar o mantener proyectos.",43,GPL-3.0,ascii-art; golang; ssh; star-wars; telnet; tui,2022-09-27T07:35:44Z,2026-06-28T13:02:58Z,2026-06-29T16:12:55Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/gabe565-ascii-movie.html,https://github.com/gabe565/ascii-movie,723
yeximm/Access_wechat_article,GitHub topic:academic-research,"微信文章爬虫，用于采集、整理和归档微信公众号公开文章元数据，欢迎一起学习讨论。A Windows research workbench for collecting, organizing, and archiving public WeChat article metadata.",Data / ETL,Python,414,102,Sirve para trabajar con datos.,20,NOASSERTION,academic-research; content-analysis; research-tool; web-spider; wechat; wechat-articles; weixin,2024-08-14T06:59:35Z,2026-06-29T13:23:42Z,2026-06-29T13:22:17Z,,https://github.com/topics/academic-research,https://github.com/yeximm/Access_wechat_article,720
brunostjohn/perplexideez,MAGI//ARCHIVE,Search the web and your self-hosted apps using local AI agents.,AI agents,Svelte,572,46,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,16,AGPL-3.0,,2024-11-04T13:20:14Z,2026-06-23T13:25:16Z,2024-11-17T21:26:34Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/brunostjohn-perplexideez.html,https://github.com/brunostjohn/perplexideez,710
jpomykala/NotchPrompter,MAGI//ARCHIVE,"Super simple-to-use, always-on-top floating text prompter for macOS. Perfect for quick videos or keeping important text visible while you work.",LLM / GenAI,Swift,583,36,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",10,NOASSERTION,apple; macbook; macos; notch; prompter; video,2025-12-06T14:24:31Z,2026-06-28T08:47:37Z,2026-05-03T22:47:03Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/jpomykala-NotchPrompter.html,https://github.com/jpomykala/NotchPrompter,691
schollz/e2ecp,MAGI//ARCHIVE,End-to-end encrypted copy file tool,Other,JavaScript,498,64,Repositorio para revisar: end-to-end encrypted copy file tool.,3,MIT,,2025-10-27T16:12:44Z,2026-06-27T15:13:30Z,2026-03-19T20:38:48Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/schollz-e2ecp.html,https://github.com/schollz/e2ecp,690
jaywcjlove/mocker-api,MAGI//ARCHIVE,mocker-api that creates mocks for REST APIs. It will be helpful when you try to test your application without the actual REST API server.,Data / ETL,TypeScript,501,63,Sirve para trabajar con datos.,26,MIT,mock-data; mock-server; mockjs; mockup; webpack; webpack-dev-server; webpack3; webpack4,2018-02-07T16:37:03Z,2026-06-26T16:57:13Z,2026-04-21T09:54:20Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/jaywcjlove-mocker-api.html,https://github.com/jaywcjlove/mocker-api,690
ravi-ojha/startuptoolbox,MAGI//ARCHIVE,The startup founder toolbelt. A forever-updating crowdsourced collection.,Other,,468,73,Repositorio para revisar: the startup founder toolbelt. a forever-updating crowdsourced collection.,11,,analytics; collection; communication; design; marketing; startup; tech; tools; website,2019-11-01T12:31:12Z,2026-06-19T05:09:27Z,2026-01-29T09:18:22Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/ravi-ojha-startuptoolbox.html,https://github.com/ravi-ojha/startuptoolbox,687
RushB-fr/freekiosk,GitHub topic:dashboard,"FreeKiosk - Open-Source Android Kiosk Mode & Tablet Lockdown App for Digital Signage, Dashboards, POS & Single-Purpose Devices. Free Alternative to Fully Kiosk",Dashboard / UI,TypeScript,456,74,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",69,MIT,android; android-app; android-application; cosu; dashboard; digital-signage; external-app; home-assistant; kiosk; kiosk-browser; kiosk-lockdown; kiosk-mode; launcher-application; react-native; tablet; webview,2025-10-29T13:26:05Z,2026-06-29T15:49:40Z,2026-06-29T15:49:35Z,,https://github.com/topics/dashboard,https://github.com/RushB-fr/freekiosk,678
lightonai/next-plaid,GitHub topic:vector-database,"NextPlaid, ColGREP: Multi-vector search, from database to coding agents.",Qualitative analysis,Rust,504,57,"Sirve para organizar, codificar o analizar materiales cualitativos.",18,Apache-2.0,agentic-rag; cli; grep; multi-vector; vector-database,2026-01-06T17:41:05Z,2026-06-29T16:15:44Z,2026-06-29T15:46:12Z,,https://github.com/topics/vector-database,https://github.com/lightonai/next-plaid,675
googlemaps/js-api-loader,X curado:Google Maps Platform,Load the Google Maps JavaScript API script dynamically.,Geospatial,TypeScript,449,75,"Facilita integrar mapas, geocodificación, rutas o marcadores con Google Maps.",7,Apache-2.0,bootstrap; google; google-maps; google-maps-api; googlemaps; javascript; maps; promises; utility-library; web,2020-04-09T22:15:47Z,2026-06-29T06:23:04Z,2026-06-29T06:23:02Z,,https://github.com/googlemaps/js-api-loader,https://github.com/googlemaps/js-api-loader,674
lak7/devildev,MAGI//ARCHIVE,DevilDev aims to be spec driven lovable which is better and open src,Other,TypeScript,463,67,Repositorio para revisar: devildev aims to be spec driven lovable which is better and open src.,10,Apache-2.0,,2025-06-03T13:11:02Z,2026-06-28T20:31:07Z,2026-03-26T09:36:43Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/lak7-devildev.html,https://github.com/lak7/devildev,664
talkcody/talkcody,MAGI//ARCHIVE,"TalkCody - Code is cheap, show me your talk.  🚀 Free Open Source AI Coding Agent.",Qualitative analysis,TypeScript,442,71,"Sirve para organizar, codificar o analizar materiales cualitativos.",5,MIT,ai-agents; coding-agent; coding-assistant; rust; tauri2; vercel-ai-sdk,2025-11-07T14:42:04Z,2026-06-27T05:36:42Z,2026-05-25T15:32:09Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/talkcody-talkcody.html,https://github.com/talkcody/talkcody,655
taracodlabs/aiden,X curado:DeepTechTR,"Aiden — Autonomous AI agent that operates your computer with prompts: browser control, terminal execution, workflows, tools, recovery systems, and persistent memory. Built solo. AGPL-3.0.",AI agents,TypeScript,407,78,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",13,AGPL-3.0,agentskills; ai; ai-agents; ai-os; ai-skills; ai-tools; aiden; aiden-agent; autonomous-agents; llm; local-first; open-source-project; opensource; personal-ai; windows,2026-03-07T19:31:05Z,2026-06-29T15:13:12Z,2026-06-29T11:31:45Z,,https://github.com/taracodlabs/aiden,https://github.com/taracodlabs/aiden,641
showlab/livecc,MAGI//ARCHIVE,LiveCC: Learning Video LLM with Streaming Speech Transcription at Scale (CVPR 2025),Qualitative analysis,Python,460,56,"Sirve para organizar, codificar o analizar materiales cualitativos.",16,,,2025-03-10T16:11:31Z,2026-06-24T03:34:26Z,2025-10-29T04:30:00Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/showlab-livecc.html,https://github.com/showlab/livecc,628
ONLYOFFICE/DocSpace,MAGI//ARCHIVE,ONLYOFFICE DocSpace is a room-based collaborative platform which allows organizing a clear file structure depending on users' needs or project goals. Flexible access permissions and user roles allow fine-tuning the access to the whole space or separate rooms.,Other,,262,120,Repositorio para revisar: onlyoffice docspace is a room-based collaborative platform which allows organizing a clear file structure depending on users' needs or project goals. flexible access permissions and user roles allow fine-tuning the access to the whole space or separate rooms.,22,AGPL-3.0,collaboration; dotnet; file-sharing; onlyoffice; react,2019-05-14T15:10:31Z,2026-06-24T06:23:58Z,2026-06-24T08:14:17Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/ONLYOFFICE-DocSpace.html,https://github.com/ONLYOFFICE/DocSpace,622
MerginMaps/mobile,GitHub topic:qgis,"Mergin Maps mobile app 📲 Open QGIS projects and manage vector data on your phone, even offline 📶 (Android/iOS/Windows app)",Geospatial,C++,381,80,"Permite visualizar, gestionar o analizar datos geoespaciales.",517,GPL-2.0,android; field-survey; gis; ios; maps; merginmaps; mobile; mobile-form; open-source; qgis; qt; survey,2015-11-20T10:05:49Z,2026-06-26T08:05:01Z,2026-06-29T10:21:21Z,,https://github.com/topics/qgis,https://github.com/MerginMaps/mobile,621
googlemaps/js-markerclusterer,X curado:Google Maps Platform,Create and manage clusters for large amounts of markers,Geospatial,TypeScript,297,102,Sirve para trabajar con información geoespacial y mapas.,65,Apache-2.0,clustering; google; google-maps; googlemaps; javascript; maps; marker-clustering; markers; utility-library,2021-09-28T17:41:53Z,2026-06-26T02:33:42Z,2026-06-22T20:11:09Z,,https://github.com/googlemaps/js-markerclusterer,https://github.com/googlemaps/js-markerclusterer,603
mgriebling/SwiftMath,GitHub topic:latex,SwiftMath provides a full Swift implementation of iosMath for displaying beautifully rendered math equations in iOS and MacOS applications. It typesets formulae written using LaTeX math mode in a UILabel equivalent class.,Academic writing,Swift,380,73,Sirve para trabajar con escritura académica.,10,MIT,ios; iosmath; latex; mac; math; swift; typeset,2023-01-07T12:53:12Z,2026-06-29T11:29:47Z,2026-06-29T11:29:42Z,,https://github.com/topics/latex,https://github.com/mgriebling/SwiftMath,599
jaywcjlove/quick-rss,MAGI//ARCHIVE,A powerful and intuitive macOS desktop RSS reader that helps you manage and read your favorite RSS feeds with ease.,Other,Swift,524,18,Repositorio para revisar: a powerful and intuitive macos desktop rss reader that helps you manage and read your favorite rss feeds with ease.,349,,feed; feeds; jaywcjlove; macos; macos-app; macos-swift; news; quick-rss; rss; rss-feed; rss-feed-manager; rss-feed-reader; rss-reader; swift-app; swift-application; swiftui; swiftui-app; swiftui-application,2024-09-12T17:24:17Z,2026-06-29T09:24:37Z,2026-06-26T20:01:13Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/jaywcjlove-quick-rss.html,https://github.com/jaywcjlove/quick-rss,578
qrev-ai/qrev,MAGI//ARCHIVE,"🔥 🔥 🔥 QRev is an Open Source AI First alternative to Salesforce. It's what Salesforce would be if it was built today, starting with AI. ",AI agents,JavaScript,362,71,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,13,AGPL-3.0,agents; ai; salesforce; salesforce-developers,2024-04-17T06:02:39Z,2026-06-29T09:14:57Z,2026-02-07T19:50:47Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/qrev-ai-qrev.html,https://github.com/qrev-ai/qrev,575
freestyle-voice/freestyle,GitHub topic:coding,Open source voice dictation platform for devs. Build voice workflows.  ,Qualitative analysis,TypeScript,421,51,"Sirve para organizar, codificar o analizar materiales cualitativos.",25,MIT,claude; claude-code; coding; coding-agent; developer-tools; stt,2026-05-25T02:25:59Z,2026-06-29T15:09:36Z,2026-06-29T15:33:01Z,,https://github.com/topics/coding,https://github.com/freestyle-voice/freestyle,574
geoarrow/geoarrow-rs,GitHub topic:geospatial,"GeoArrow in Rust, Python, and JavaScript (WebAssembly) with vectorized geometry operations",Geospatial,Rust,414,47,Sirve para trabajar con información geoespacial y mapas.,79,Apache-2.0,apache-arrow; geoarrow; geoparquet; geospatial; javascript; pyo3; python; rust; typescript; wasm-bindgen; webassembly,2023-06-30T22:18:22Z,2026-06-29T15:50:17Z,2026-06-29T15:50:10Z,,https://github.com/topics/geospatial,https://github.com/geoarrow/geoarrow-rs,555
lbrndnr/nuage-macos,MAGI//ARCHIVE,"Native SoundCloud app for macOS, written in SwiftUI",Other,Swift,470,25,"Repositorio para revisar: native soundcloud app for macos, written in swiftui.",9,GPL-3.0,combine; soundcloud; soundcloud-api; swift; swiftui,2020-12-20T12:25:04Z,2026-06-22T21:11:19Z,2026-05-28T08:40:05Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/lbrndnr-nuage-macos.html,https://github.com/lbrndnr/nuage-macos,545
saeloun/miru-web,MAGI//ARCHIVE,Miru | Time Tracking and Invoicing and Employee Benefits. Built using Ruby On Rails and ReactJS,Dev tools,TypeScript,261,93,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,9,MIT,client-invoiving; hacktoberbest2023; hacktoberfest; heroku; internal-tools; invoicing; javascript; open-source; rails; react; ruby; rubyonrails; time-tracking-app; timetracking,2021-12-01T15:08:49Z,2026-06-29T02:02:11Z,2026-06-24T02:36:46Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/saeloun-miru-web.html,https://github.com/saeloun/miru-web,540
WDscholia/scholia,GitHub topic:bibliometrics,Wikidata-based scholarly profiles ,Academic writing,JavaScript,252,96,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",960,GPL-3.0,bibliography; bibliometrics; bibtex; citations; code4lib; datacuration; dataviz; fairdata; hacktoberfest; latex; linked-open-data; literature; scientometrics; sparql; wikicite; wikidata,2016-10-09T21:07:00Z,2026-06-15T09:38:41Z,2026-05-12T12:34:20Z,,https://github.com/topics/bibliometrics,https://github.com/WDscholia/scholia,540
ByteDance-Seed/Seed-Prover,MAGI//ARCHIVE,,Other,Lean,434,28,Repositorio para explorar y clasificar manualmente.,3,Apache-2.0,,2025-07-16T07:37:21Z,2026-06-14T04:47:37Z,2026-02-13T15:03:35Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/ByteDance-Seed-Seed-Prover.html,https://github.com/ByteDance-Seed/Seed-Prover,518
phare/sloggo,MAGI//ARCHIVE," Minimal RFC 5424 syslog collector and viewer based on DuckDB. Runs as a single, resource-friendly process. ",Dashboard / UI,TypeScript,457,18,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",2,MIT,docker; log; logging; logging-server; logs; syslog,2025-08-02T06:40:02Z,2026-06-23T21:59:10Z,2026-05-13T20:36:30Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/phare-sloggo.html,https://github.com/phare/sloggo,511
SymbolixAU/mapdeck,GitHub topic:deckgl,R interface to Deck.gl and Mapbox,Geospatial,HTML,382,42,Sirve para trabajar con información geoespacial y mapas.,79,,deckgl; geospatial; mapbox; mapbox-gl; mapbox-gl-js; maps; r; rstats,2018-07-17T22:06:34Z,2026-06-09T04:41:23Z,2025-03-21T00:30:26Z,,https://github.com/topics/deckgl,https://github.com/SymbolixAU/mapdeck,508
Hypertopic/Porphyry,GitHub topic:qualitative-analysis,Corpus analyses confrontation ,Qualitative analysis,JavaScript,21,161,"Sirve para organizar, codificar o analizar materiales cualitativos.",85,AGPL-3.0,digital-humanities; knowledge-management; qualitative-analysis,2011-02-03T19:20:52Z,2024-03-27T15:47:42Z,2023-01-24T06:53:41Z,,https://github.com/topics/qualitative-analysis,https://github.com/Hypertopic/Porphyry,504
tetherto/qvac,GitHub topic:rag,"QVAC - Local AI SDK and libraries for building private, cross-platform, peer-to-peer AI applications. Run LLMs, speech-to-text, translation, and more locally on Linux, macOS, Windows, Android, and iOS.",LLM / GenAI,TypeScript,278,73,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",87,Apache-2.0,ai; bare-runtime; cross-platform; embeddings; llm; local-ai; native-addon; open-source; peer-to-peer; privacy; rag; speech-to-text; tether; translation,2026-01-03T01:59:01Z,2026-06-29T16:14:04Z,2026-06-29T16:14:09Z,,https://github.com/topics/rag,https://github.com/tetherto/qvac,497
ZaxbyHub/opencode-swarm,GitHub topic:llm + GitHub topic:ai-agents + GitHub topic:mcp,"  Architect-centric agentic swarm plugin for OpenCode. Hub-and-spoke orchestration with SME consultation, code generation, and QA review.",Qualitative analysis,TypeScript,372,38,"Sirve para organizar, codificar o analizar materiales cualitativos.",56,MIT,agent-swarm; ai-agents; ai-coding; automation; bun; cli; code-review; coding-agent; developer-tools; github; guardrails; llm; mcp; multi-agent; open-source; opencode,2026-01-27T16:00:05Z,2026-06-29T16:13:25Z,2026-06-29T16:12:58Z,,https://github.com/topics/llm,https://github.com/ZaxbyHub/opencode-swarm,486
pranavp10/video-compress,MAGI//ARCHIVE,"Compress Videos for Free. Forever. Say goodbye to bulky files! Crush video sizes by 90% with no quality loss, even offline. And the best part? It's free!",Dev tools,JavaScript,353,44,"Agrega herramientas para programar, automatizar o mantener proyectos.",5,MIT,bun; compression; coolify; ffmpeg; mp4; nextjs14; transcode; video-compression; video-crop; webm,2024-02-26T07:48:37Z,2026-06-28T18:18:46Z,2026-01-06T18:29:21Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/pranavp10-video-compress.html,https://github.com/pranavp10/video-compress,485
